Code,MumCode,Sire,Code_anon,MumCode_anon,Sire_anon
LAM81,CMO78,CRT72,C0631,M0324,D506
LAP81,MOL75,CLE72,C5962,M0663,D420
LEN81,MOY73,PHANT,C5700,M0823,D049
LIB81,LIBRA,NA,C0976,M0593,NA
LIGHT,NA,NA,C3504,NA,NA
LIT81,LITLH,NA,C2164,M0388,NA
M2191,NA,NA,C4070,NA,NA
M3491,NA,NA,C4435,NA,NA
MAC81,YHO74,NA,C1069,M0010,NA
MAW81,MOD74,GROWT,C5943,M0816,D037
MOY81,UPR68,NA,C0135,M0325,NA
MUS81,RED74,CORKS,C1937,M0256,D076
NEL81,JOS77,NA,C1424,M0855,NA
NUC81,SCO74,NA,C4487,M0055,NA
OST81,COC76,NA,C2724,M0638,NA
OTA81,OTAGG,CRT72,C4459,M0774,D506
PEC81,SCO76,CORKS,C5856,M0759,D076
PER81,LIT75,NA,C5639,M0424,NA
PGB81,SOB68,NA,C6002,M0215,NA
POL81,POLLU,MAG72,C1753,M0662,D040
PRI81,PGB74,NA,C2781,M0412,NA
PRY81,WIN71,NA,C2422,M0955,NA
QUA81,BR274,NA,C5728,M0572,NA
RAN81,YTA75,NA,C3866,M0008,NA
RED81,REDYE,BAR75,C2455,M0683,D206
RGR81,RGRHI,NA,C0280,M0396,NA
ROYAL,NA,NA,C1702,NA,NA
SCO81,SCOLL,PHANT,C5269,M0594,D049
SIE81,LIT70,NA,C3099,M0667,NA
SLI81,SLE76,NA,C3493,M0062,NA
SNI81,GRE73,NA,C2496,M0524,NA
SYL81,SLE77,NA,C3514,M0705,NA
TAN81,THI76,NA,C0302,M0765,NA
THO81,YTA74,CLE72,C3459,M0842,D420
TIT81,CLE75,NA,C4777,M0563,NA
TRA81,GRC76,PHANT,C3608,M0525,D049
TUR81,MUS77,NA,C2170,M0234,NA
TYS81,TOR75,TRN73,C1181,M0029,D235
VER81,RGR71,MAXIS,C1383,M0574,D369
WAVYS,NA,SOB70,C5387,NA,D481
WEE81,WHE77,NA,C0316,M0445,NA
WHI81,WHIGR,NA,C4715,M0141,NA
WHO81,MYR74,TER75,C5835,M0891,D292
WID81,MOW71,NA,C0482,M0740,NA
WIG81,TEA76,PHANT,C1679,M0559,D049
Y1688,NA,NA,C4062,NA,NA
YEY81,YEEYE,NA,C5797,M0737,NA
ADZ80,MOY74,NA,C4936,M0811,NA
ALM80,APR75,NA,C4714,M0281,NA
ASH80,ROW74,NA,C1685,M0553,NA
ASP80,TOR72,NA,C0079,M0039,NA
BAR80,UPR71,RGR72,C2367,M0357,D260
BET80,BLT68,NA,C0512,M0610,NA
BIG80,BIGHE,NA,C3069,M0274,NA
BLC80,BLO72,NA,C4756,M0733,NA
BLO80,BLOSS,NA,C5334,M0707,NA
BON80,TBONE,NA,C4462,M0794,NA
BR280,BRO70,NA,C2918,M0913,NA
BRA80,ELG68,NA,C2575,M0041,NA
BRC80,BRA72,NA,C3470,M0091,NA
BUR80,BURNE,NA,C0311,M0782,NA
CAN80,WHI73,CLE72,C4145,M0507,D420
CFU80,CMO77,NA,C3219,M0271,NA
CHE80,BLT69,SOO72,C1252,M0402,D451
CIN80,BST73,WHI72,C0125,M0758,D007
CLC80,COL72,RED72,C3884,M0658,D395
CLE80,CLEOP,NA,C2910,M0802,NA
CLM80,CLE74,CRT72,C3456,M0278,D506
COB80,COL74,WHI72,C5591,M0148,D007
COL80,COLLE,PHANT,C4974,M0810,D049
COR80,RTN73,NA,C1446,M0409,NA
COW80,PGB75,RED72,C5644,M0590,D395
CRA80,BIG76,NA,C3418,M0429,NA
CRE80,CLE76,PHANT,C5063,M0555,D049
CUR80,UPT74,NA,C1722,M0828,NA
DAM80,APR73,NA,C4732,M0925,NA
DOR80,YTA72,NA,C3799,M0052,NA
FLY80,LTF74,NA,C4026,M0067,NA
FOL80,MOD72,NA,C3482,M0252,NA
GL380,GLA69,SOO72,C2893,M0897,D451
HAR80,MOY76,NA,C1617,M0263,NA
HES80,CLC75,RED72,C1134,M0775,D395
HIC80,BLT75,MAG72,C3960,M0173,D040
JAM80,APR76,NA,C3520,M0749,NA
JAN80,PJANE,NA,C3485,M0560,NA
JUN80,BET73,NA,C1655,M0285,NA
KIL80,BUL71,NA,C5223,M0632,NA
KIN80,ROW73,NA,C5250,M0806,NA
LIM80,POL73,MAXIS,C5624,M0389,D369
LOG80,BRA77,NA,C2835,M0471,NA
LTN80,LTNCK,NA,C1512,M0501,NA
MAC80,YHO74,NA,C5936,M0010,NA
MAG80,MOM67,NA,C2277,M0866,NA
MAN80,MOM72,NA,C0030,M0685,NA
MOC80,CHO75,NA,C5976,M0550,NA
MOP80,MOM68,NA,C4394,M0605,NA
MOS80,CRT74,MAXIS,C4121,M0800,D369
MYT80,COC72,NA,C3119,M0227,NA
NECKS,NA,NA,C0007,NA,NA
NON80,NOB76,NA,C1874,M0034,NA
OTA80,OTAGG,NA,C1735,M0774,NA
PEC80,SCO76,NA,C4376,M0759,NA
PGB80,SOB68,NA,C5850,M0215,NA
PHO80,FEE75,NA,C2874,M0261,NA
PIN80,TAL70,NA,C3177,M0637,NA
PRI80,PGB74,NA,C4393,M0412,NA
PRY80,WIN71,NA,C3086,M0955,NA
RGR80,RGRHI,NA,C1438,M0396,NA
SAF80,CRT76,LTNIK,C4878,M0503,D357
SEP80,CHO73,NA,C2921,M0831,NA
SIC80,SICKT,NA,C3068,M0741,NA
SIE80,MEL75,NA,C0219,M0427,NA
SLI80,SLE76,NA,C4254,M0062,NA
TAN80,THI76,NA,C5540,M0765,NA
TEA80,TAL71,MAXIS,C1054,M0259,D369
TER80,TRN72,BOSSS,C1063,M0746,D440
THO80,YTA74,PHANT,C3103,M0842,D049
THR80,PGB76,RED72,C3126,M0528,D395
TOR80,TRN69,NA,C3137,M0195,NA
TRA80,GRC76,NA,C2795,M0525,NA
TRN80,TRNRI,NA,C3783,M0597,NA
UMB80,MEL76,LTNIK,C0868,M1005,D357
UPT80,UPTUR,NA,C4527,M0899,NA
VER80,RGR71,CRT72,C1025,M0574,D506
VIC80,APR74,CLE72,C1933,M0369,D420
VIX80,LTF73,NA,C3153,M0901,NA
WAX80,WHI76,CLE72,C2204,M0119,D420
WIG80,TEA76,NA,C1293,M0559,NA
Y1386,NA,NA,C3740,NA,NA
YEY80,YEEYE,NA,C2025,M0737,NA
YTA80,YTAGG,NA,C3403,M0996,NA
ADZ79,MOY74,NA,C5416,M0811,NA
APR79,APRIC,NA,C2451,M0619,NA
BAR79,UPR71,BOSSS,C3722,M0357,D440
BLC79,BLO72,NA,C3660,M0733,NA
BON79,TBONE,NA,C0059,M0794,NA
BOT79,GL375,BLT71,C1320,M0649,D056
BRA79,ELG68,NA,C3292,M0041,NA
BRF79,FEE71,MAXIS,C1867,M0954,D369
BUC79,BUL73,YESTE,C2534,M0840,D132
CAL79,MOL73,NA,C5057,M0751,NA
CAN79,WHI73,NA,C4317,M0507,NA
CAR79,COC75,NA,C2378,M0710,NA
CLC79,COL72,NA,C3281,M0658,NA
CLE79,CLEOP,NA,C2151,M0802,NA
CLM79,CLE74,SCO71,C0221,M0278,D354
COB79,COL74,NA,C5620,M0148,NA
COC79,COCKL,NA,C4922,M0748,NA
COI79,COINH,NA,C1973,M0829,NA
COL79,COLLE,SCO71,C0456,M0810,D354
COT79,COL75,NA,C0689,M0643,NA
COW79,PGB75,SCO71,C5435,M0590,D354
CRT79,CROTT,NA,C3820,M0121,NA
CUR79,UPT74,NA,C2147,M0828,NA
DAR79,BLT73,NA,C4134,M0500,NA
DEC79,COY75,NA,C0288,M0797,NA
DUNOS,NA,NA,C4904,NA,NA
FAG79,CHE73,SCO71,C2637,M0036,D354
FIR79,BUL70,NA,C4045,M0717,NA
FORTS,NA,CLE72,C2073,NA,D420
GRC79,GRE72,BOSSS,C1499,M0948,D440
HES79,CLC75,NA,C4365,M0775,NA
JOS79,ELG71,MAXIS,C0245,M0454,D369
KEL79,KELTI,NA,C5441,M0801,NA
KIL79,BUL71,SAGGY,C5553,M0632,D254
KIN79,ROW73,NA,C4792,M0806,NA
KIW79,BLO75,MAXIS,C3923,M0655,D369
LAS79,LLASS,NA,C2960,M1001,NA
LIC79,CRT71,NA,C4211,M0870,NA
LIT79,LITLH,BLT71,C0204,M0388,D056
LTF79,LTFLH,NA,C4113,M0336,NA
MAN79,MOM72,NA,C4082,M0685,NA
MAW79,MOD74,BLT71,C2097,M0816,D056
MEL79,YHO71,PHANT,C2352,M0117,D049
MOC79,CHO75,NA,C2373,M0550,NA
MOG79,MOGPI,NA,C5969,M0368,NA
MOL79,MOM65,BLT71,C2143,M0497,D056
MOP79,MOM68,NA,C4115,M0605,NA
MOY79,UPR68,NA,C3164,M0325,NA
MUS79,RED74,SCO71,C0656,M0256,D354
NOB79,BUL65,NA,C2106,M0070,NA
NUC79,SCO74,NA,C4117,M0055,NA
OTA79,OTAGG,NA,C5546,M0774,NA
PER79,LIT75,NA,C2011,M0424,NA
PHO79,FEE75,NA,C0396,M0261,NA
PLO79,TRN74,BOSSS,C3844,M0178,D440
POL79,POLLU,RGR72,C2058,M0662,D260
PRI79,PGB74,MAXIS,C0615,M0412,D369
PRY79,WIN71,NA,C1911,M0955,NA
QUA79,BR274,NA,C5909,M0572,NA
RAN79,YTA75,NA,C2090,M0008,NA
RED79,REDYE,SCO71,C1581,M0683,D354
RGR79,RGRHI,NA,C3601,M0396,NA
SCO79,SCOLL,NA,C0838,M0594,NA
SIE79,MEL75,NA,C3384,M0427,NA
SIL79,LIT70,NA,C4866,M0667,NA
SNI79,GRE73,NA,C4266,M0524,NA
SPEED,NA,NA,C2796,NA,NA
TAC79,TAL73,NA,C4706,M0363,NA
TER79,TRN72,BOSSS,C2071,M0746,D440
TIT79,CLE75,BLT71,C2734,M0563,D056
TOPIS,NA,NA,C5946,NA,NA
TOR79,TRN69,NA,C4625,M0195,NA
TYS79,TOR75,NA,C4946,M0029,NA
UPT79,UPTUR,MAXIS,C5872,M0899,D369
VER79,RGR71,MAXIS,C3305,M0574,D369
VIX79,LTF73,NA,C3079,M0901,NA
WHE79,UPR74,NA,C3021,M0902,NA
WHI79,WHIGR,NA,C5013,M0141,NA
WHO79,MYR74,MAXIS,C1111,M0891,D369
WID79,MOW71,JUNCU,C0787,M0740,D100
YHO79,GRE68,NA,C1436,M0554,NA
ADZ78,MOY74,NA,C5655,M0811,NA
AGA78,RTH72,NA,C3150,M0624,NA
APR78,APRIC,NA,C1172,M0619,NA
ASH78,ROW74,NA,C0833,M0553,NA
ASP78,TOR72,NA,C0973,M0039,NA
AXISS,NA,GROWT,C3409,NA,D037
BAR78,UPR71,NA,C5125,M0357,NA
BET78,BLT68,NA,C1468,M0610,NA
BIG78,BIGHE,NA,C3481,M0274,NA
BITES,NA,NA,C3519,NA,NA
BLO78,BLOSS,YHO72,C4470,M0707,D090
BLT78,BLTLE,NA,C1923,M0890,NA
BR278,BRO70,NA,C4697,M0913,NA
BRC78,BRA72,NA,C4468,M0091,NA
CAL78,MOL73,NA,C1327,M0751,NA
CHE78,BLT69,NA,C2621,M0402,NA
CHO78,CHOCH,NA,C1189,M0172,NA
CIN78,BST73,MAXIS,C4239,M0758,D369
CLC78,COL72,CRT72,C3795,M0658,D506
CLM78,CLE74,NA,C4431,M0278,NA
CMO78,CMOFF,JUNCU,C4197,M0659,D100
COL78,COLLE,MAXIS,C0685,M0810,D369
COR78,RTN73,NA,C1391,M0409,NA
COT78,COL75,NA,C2870,M0643,NA
CUR78,UPT74,PHANT,C3957,M0828,D049
DAM78,APR73,NA,C3405,M0925,NA
DKPTH,NA,NA,C1217,NA,NA
DOR78,YTA72,JUNCU,C5406,M0052,D100
FIR78,BUL70,NA,C0365,M0717,NA
FLY78,LTF74,NA,C5559,M0067,NA
GL378,GLA69,NA,C0775,M0897,NA
HIC78,BLT75,NA,C2722,M0173,NA
JAN78,PJANE,NA,C2747,M0560,NA
JOS78,ELG71,NA,C0572,M0454,NA
JUN78,BET73,NA,C2585,M0285,NA
KEL78,KELTI,NA,C0016,M0801,NA
KIL78,BUL71,NA,C4170,M0632,NA
KIN78,ROW73,NA,C0423,M0806,NA
LAP78,MOL75,NA,C4858,M0663,NA
LEN78,MOY73,NA,C1879,M0823,NA
LIB78,LIBRA,BLT71,C4916,M0593,D056
LIC78,CRT71,NA,C3247,M0870,NA
LIM78,POL73,NA,C5636,M0389,NA
LIT78,LITLH,NA,C2046,M0388,NA
LTF78,LTFLH,NA,C5242,M0336,NA
LTN78,LTNCK,NA,C1213,M0501,NA
M0686,NA,NA,C4755,NA,NA
M4887,NA,NA,C2790,NA,NA
MAC78,YHO74,NA,C0320,M0010,NA
MAN78,MOM72,NA,C5823,M0685,NA
MIN78,WID74,NA,C2049,M0288,NA
MOS78,CRT74,MAXIS,C2340,M0800,D369
MOY78,UPR68,RGR69,C1245,M0325,D344
MYT78,COC72,NA,C3909,M0227,NA
NOB78,BUL65,YESTE,C0851,M0070,D132
NUC78,SCO74,NA,C0675,M0055,NA
OTA78,OTAGG,CORKS,C3035,M0774,D076
PEB78,PEBBL,NA,C3690,M0437,NA
PGB78,SOB68,NA,C0882,M0215,NA
PIN78,TAL70,MAXIS,C1537,M0637,D369
PLIED,NA,NA,C4831,NA,NA
PNK78,PINKH,NA,C1983,M0509,NA
PRY78,WIN71,NA,C5752,M0955,NA
RET78,RTN74,NA,C3738,M0462,NA
RFH78,MOR74,NA,C0726,M0002,NA
RGR78,RGRHI,NA,C2261,M0396,NA
ROW78,ROWAN,NA,C1046,M0914,NA
SCO78,SCOLL,SOO72,C4111,M0594,D451
SEP78,CHO73,CONAR,C2661,M0831,D384
SIC78,SICKT,NA,C5472,M0741,NA
SIE78,LIT70,NA,C5901,M0667,NA
TAC78,TAL73,NA,C0026,M0363,NA
TAL78,BRO66,NA,C5193,M0918,NA
TAPLE,NA,NA,C4954,NA,NA
TEA78,TAL71,SAGGY,C4970,M0259,D254
TER78,TRN72,NA,C4995,M0746,NA
THI78,ELG66,NA,C2888,M0466,NA
THO78,YTA74,JUNCU,C3199,M0842,D100
TOR78,TRN69,BOSSS,C5155,M0195,D440
UPR78,UPRHI,CONAR,C1103,M0387,D384
UPT78,UPTUR,YESTE,C4841,M0899,D132
VER78,RGR71,MAXIS,C4464,M0574,D369
VIC78,APR74,NA,C2825,M0369,NA
WEY78,WHEYE,NA,C2813,M0807,NA
WHO78,MYR74,NA,C1073,M0891,NA
WID78,MOW71,NA,C1975,M0740,NA
WIN78,WINKL,NA,C4541,M0056,NA
Y1284,NA,NA,C2454,NA,NA
Y1584,NA,NA,C1411,NA,NA
Y1585,NA,NA,C3105,NA,NA
Y2984,NA,NA,C1394,NA,NA
YHO78,GRE68,NA,C2209,M0554,NA
YTA78,YTAGG,NA,C3066,M0996,NA
ASP77,TOR72,STARN,C3393,M0039,D302
BAR77,UPR71,BOSSS,C3786,M0357,D440
BLC77,BLO72,NA,C4387,M0733,NA
BLO77,BLOSS,NA,C2069,M0707,NA
BR277,BRO70,NA,C1636,M0913,NA
BRA77,ELG68,NA,C2335,M0041,NA
BRF77,FEE71,STUBB,C2008,M0954,D219
BST77,MHO67,NA,C0068,M0472,NA
BUC77,BUL73,NA,C4507,M0840,NA
CAI77,CAILL,NA,C5271,M0090,NA
CAN77,WHI73,NA,C0149,M0507,NA
CHE77,BLT69,STARN,C4516,M0402,D302
CHO77,CHOCH,NA,C4803,M0172,NA
CLC77,COL72,NA,C4318,M0658,NA
CLE77,CLEOP,YESTE,C3246,M0802,D132
CMO77,CMOFF,SAGGY,C4249,M0659,D254
COB77,COL74,NA,C0023,M0148,NA
COC77,COCKL,NA,C5247,M0748,NA
COI77,COINH,NA,C1884,M0829,NA
COR77,RTN73,NA,C4750,M0409,NA
CRT77,CROTT,MAXIS,C1023,M0121,D369
DAR77,BLT73,NA,C1633,M0500,NA
DIAMO,NA,NA,C2957,NA,NA
DOR77,YTA72,NA,C1428,M0052,NA
FAG77,CHE73,NA,C2002,M0036,NA
FIR77,BUL70,NA,C3650,M0717,NA
FOL77,MOD72,D0601,C4674,M0252,D168
GL377,GLA69,NA,C4024,M0897,NA
GRC77,GRE72,NA,C4532,M0948,NA
JACKS,D0528,SLIPP,C3802,M0310,D243
JEN77,JOS74,NA,C2692,M0251,NA
JOS77,ELG71,NA,C0161,M0454,NA
JUN77,BET73,NA,C5096,M0285,NA
KIL77,BUL71,NA,C2453,M0632,NA
KIN77,ROW73,NA,C2375,M0806,NA
LAS78,LLASS,NA,C2341,M1001,NA
LIC77,CRT71,NA,C2840,M0870,NA
LIM77,POL73,NA,C4405,M0389,NA
LIT77,LITLH,NA,C3667,M0388,NA
LTF77,LTFLH,BOSSS,C5486,M0336,D440
MAG77,MOM67,NA,C3948,M0866,NA
MAN77,MOM72,NA,C3595,M0685,NA
MEL77,YHO71,SAGGY,C5009,M0117,D254
MIS77,THI73,NA,C0304,M0086,NA
MOG77,NA,BLT71,C0781,NA,D056
MOL77,MOM65,NA,C1021,M0497,NA
MOY77,UPR68,NA,C4054,M0325,NA
MUS77,RED74,MAXIS,C3831,M0256,D369
NOB77,BUL65,NA,C5120,M0070,NA
OTA77,OTAGG,MAXIS,C0193,M0774,D369
PGB77,SOB68,NA,C5723,M0215,NA
PIN77,TAL70,NA,C2137,M0637,NA
PLO77,TRN74,CONGA,C0499,M0178,D313
POL77,POLLU,SOLOM,C5427,M0662,D220
PRI77,PGB74,NA,C4940,M0412,NA
PRY77,WIN71,NA,C0109,M0955,NA
RED77,REDYE,MAXIS,C5481,M0683,D369
RGR77,RGRHI,NA,C1474,M0396,NA
ROW77,ROWAN,NA,C3358,M0914,NA
RTN77,RTNIC,NA,C1979,M0218,NA
SCO77,SCOLL,PHANT,C5182,M0594,D049
SEP77,CHO73,BOSSS,C5065,M0831,D440
SIC77,SICKT,NA,C0746,M0741,NA
SIE77,LIT70,NA,C2223,M0667,NA
SLE77,THI72,NA,C3339,M0012,NA
SNI77,GRE73,MAXIS,C5500,M0524,D369
TAB77,YTA73,NA,C3176,M0280,NA
TAC77,TAL73,NA,C0152,M0363,NA
TAL77,BRO66,D0586,C3487,M0918,D187
TER77,TRN72,NA,C2736,M0746,NA
THO77,YTA74,NA,C4033,M0842,NA
TOR77,TRN69,NA,C3238,M0195,NA
TRN77,TRNRI,NA,C2183,M0597,NA
TURED,NA,NA,C0002,NA,NA
UPT77,UPTUR,YESTE,C5589,M0899,D132
USUAL,NA,NA,C0756,NA,NA
VER77,RGR71,NA,C1885,M0574,NA
WHE77,UPR74,BLT71,C4649,M0902,D056
WHI77,WHIGR,NA,C1382,M0141,NA
WIN77,WINKL,NA,C5072,M0056,NA
Y2184,NA,NA,C2820,NA,NA
YTA77,YTAGG,MAXIS,C4808,M0996,D369
APR76,APRIC,NA,C2586,M0619,NA
ASH76,ROW74,NA,C5351,M0553,NA
ASP76,TOR72,NA,C3290,M0039,NA
BAR76,UPR71,NA,C2112,M0357,NA
BET76,BLT68,YESTE,C0600,M0610,D132
BIG76,BIGHE,SOLOM,C0520,M0274,D220
BLC76,BLO72,NA,C0063,M0733,NA
BLT76,BLTLE,NA,C5810,M0890,NA
BOWLS,NA,NA,C4146,NA,NA
BR276,BRO70,NA,C2593,M0913,NA
BRA76,ELG68,NA,C3135,M0041,NA
BRC76,BRA72,NA,C3581,M0091,NA
BRF76,FEE71,SAGGY,C4543,M0954,D254
BST76,MHO67,NA,C3172,M0472,NA
CHE76,BLT69,D0603,C3053,M0402,D176
CHO76,CHOCH,NA,C2030,M0172,NA
CIN76,BST73,HECTO,C5775,M0758,D453
CLC76,COL72,NA,C0136,M0658,NA
CLE76,CLEOP,YESTE,C2310,M0802,D132
COC76,COCKL,NA,C2625,M0748,NA
COL76,COLLE,NA,C5171,M0810,NA
COR76,RTN73,NA,C1930,M0409,NA
COY76,COYHI,NA,C3017,M0973,NA
CRT76,CROTT,MAXIS,C6010,M0121,D369
DOR76,YTA72,NA,C2181,M0052,NA
FIR76,BUL70,NA,C5201,M0717,NA
FLINT,NA,NA,C1960,NA,NA
GL376,GLA69,PINCS,C5828,M0897,D439
GLA76,GLASS,NA,C0392,M0356,NA
GRC76,GRE72,YESTE,C3167,M0948,D132
JOS76,ELG71,NA,C2654,M0454,NA
KIL76,BUL71,ELSIV,C3730,M0632,D326
KIN76,ROW73,NA,C0052,M0806,NA
LIC76,CRT71,MAXIS,C0670,M0870,D369
LIT76,LITLH,D0604,C5170,M0388,D238
LKBRF,NA,NA,C0273,NA,NA
MAN76,MOM72,NA,C3328,M0685,NA
MEL76,YHO71,MAXIS,C3271,M0117,D369
MOP76,MOM68,NA,C5035,M0605,NA
MOY76,UPR68,BOSSS,C4458,M0325,D440
MSTRL,NA,NA,C2138,NA,NA
MYR76,MYRTL,NA,C3770,M0731,NA
MYT76,COC72,NA,C4442,M0227,NA
NOB76,BUL65,YESTE,C2320,M0070,D132
OTA76,OTAGG,MAXIS,C0187,M0774,D369
OTC76,OTA72,NA,C1689,M0068,NA
PASSS,NA,NA,C3376,NA,NA
PGB76,SOB68,NA,C2659,M0215,NA
PIN76,TAL70,NA,C4453,M0637,NA
POL76,POLLU,NA,C5839,M0662,NA
RED76,REDYE,NA,C2384,M0683,NA
RGR76,RGRHI,NA,C3851,M0396,NA
ROCKY,NA,SLIPP,C5601,NA,D243
RTN76,RTNIC,NA,C5428,M0218,NA
RUFOU,NA,NA,C3545,NA,NA
SADAM,NA,NA,C4110,NA,NA
SCO76,SCOLL,MAXIS,C2176,M0594,D369
SEELS,NA,NA,C3231,NA,NA
SID76,MOL70,NA,C3466,M0420,NA
SLE76,THI72,NA,C4119,M0012,NA
SNI76,GRE73,NA,C1427,M0524,NA
STURD,NA,NA,C4979,NA,NA
TAC76,TAL73,NA,C4143,M0363,NA
TAL76,BRO66,NA,C2520,M0918,NA
TEA76,TAL71,SAGGY,C5596,M0259,D254
TER76,TRN72,NA,C0551,M0746,NA
THI76,ELG66,NA,C0172,M0466,NA
TOR76,TRN69,D0603,C4330,M0195,D176
TRN76,TRNRI,NA,C2735,M0597,NA
TUFTS,NA,NA,C2503,NA,NA
UPR76,UPRHI,NA,C3565,M0387,NA
UPT76,UPTUR,ELSIV,C2063,M0899,D326
VER76,RGR71,NA,C5631,M0574,NA
WEY76,WHEYE,NA,C3332,M0807,NA
WHI76,WHIGR,MAXIS,C6004,M0141,D369
WIN76,WINKL,NA,C5419,M0056,NA
YHO76,GRE68,MAXIS,C2188,M0554,D369
YTA76,YTAGG,D0586,C5528,M0996,D187
APR75,APRIC,NA,C5369,M0619,NA
BAR75,UPR71,ETHEL,C4590,M0357,D006
BET75,BLT68,NA,C4943,M0610,NA
BIG75,BIGHE,NA,C5208,M0274,NA
BLO75,BLOSS,CECIL,C5130,M0707,D105
BLT75,BLTLE,ETHEL,C3075,M0890,D006
BST75,MHO67,YESTE,C1535,M0472,D132
BUL75,BULGY,NA,C2643,M0787,NA
CHE75,BLT69,D0609,C3935,M0402,D025
CHO75,CHOCH,PINCS,C1641,M0172,D439
CLC75,COL72,NA,C0475,M0658,NA
CLE75,CLEOP,SAGGY,C1687,M0802,D254
COC75,COCKL,NA,C3567,M0748,NA
COL75,COLLE,NA,C4555,M0810,NA
COY75,COYHI,NA,C2959,M0973,NA
CPBPT,NA,TRICK,C5383,NA,D514
CRT75,CROTT,NA,C4891,M0121,NA
DOR75,YTA72,NA,C1510,M0052,NA
FEE75,FEEDE,NA,C2098,M0072,NA
FIR75,BUL70,ETHEL,C3133,M0717,D006
FOL75,MOD72,CONGA,C2397,M0252,D313
GL375,GLA69,PINCS,C2837,M0897,D439
GLA75,GLASS,NA,C2833,M0356,NA
GPI75,NA,NA,C4829,NA,NA
GRE75,GREET,NA,C5721,M0646,NA
HUMML,NA,NA,C3419,NA,NA
KIL75,BUL71,NA,C1904,M0632,NA
LIT75,LITLH,NA,C5368,M0388,NA
LONGS,NA,NA,C3767,NA,NA
LTF75,LTFLH,NA,C0843,M0336,NA
MANES,NA,NA,C0852,NA,NA
MASSI,NA,NA,C3138,NA,NA
MEL75,YHO71,SAGGY,C2504,M0117,D254
MOL75,MOM65,PINCS,C1128,M0497,D439
MOY75,UPR68,STARN,C0197,M0325,D302
NOB75,BUL65,NA,C5923,M0070,NA
OTA75,OTAGG,NA,C5980,M0774,NA
OTC75,OTA72,NA,C5018,M0068,NA
PALEF,NA,NA,C1579,NA,NA
PGB75,SOB68,NA,C5931,M0215,NA
POL75,POLLU,NA,C1302,M0662,NA
PRY75,WIN71,NA,C0930,M0955,NA
RED75,REDYE,NA,C2617,M0683,NA
RGR75,RGRHI,NA,C4816,M0396,NA
ROW75,ROWAN,NA,C2160,M0914,NA
RTH75,RTHOL,NA,C4898,M0074,NA
RTN75,RTNIC,NA,C1520,M0218,NA
SCO75,SCOLL,NA,C4126,M0594,NA
SHUVS,NA,NA,C3480,NA,NA
SIC75,SICKT,NA,C1254,M0741,NA
SID75,MOL70,NA,C5465,M0420,NA
SIE75,LIT70,NA,C1357,M0667,NA
SLOPE,NA,D0604,C2336,NA,D238
SMILE,NA,NA,C2590,NA,NA
TAL75,BRO66,CONGA,C0733,M0918,D313
TER75,TRN72,STARN,C0254,M0746,D302
TOR75,TRN69,BOSSS,C5841,M0195,D440
TRN75,TRNRI,NA,C3655,M0597,NA
UPR75,UPRHI,CECIL,C0922,M0387,D105
UPT75,UPTUR,NA,C5657,M0899,NA
VER75,RGR71,NA,C2556,M0574,NA
WHI75,WHIGR,NA,C4919,M0141,NA
WHINO,NA,NA,C3903,NA,NA
WID75,MOW71,NA,C1285,M0740,NA
WORRI,NA,NA,C5393,NA,NA
YHO75,GRE68,NA,C3863,M0554,NA
YTA75,YTAGG,YESTE,C3580,M0996,D132
APR74,APRIC,NA,C2548,M0619,NA
BAR74,BARKH,NA,C1987,M0496,NA
BET74,BLT68,NA,C4842,M0610,NA
BGR74,MOBGG,NA,C1918,M0461,NA
BIG74,BIGHE,NA,C4619,M0274,NA
BLO74,BLOSS,NA,C4679,M0707,NA
BR274,BRO70,SAGGY,C2826,M0913,D254
BRA74,ELG68,NA,C3336,M0041,NA
BRF74,FEE71,TRICK,C1056,M0954,D514
BRIGH,NA,NA,C5020,NA,NA
BST74,MHO67,SAGGY,C3737,M0472,D254
BUL74,BULGY,NA,C1815,M0787,NA
BURNE,NA,NA,C1358,NA,NA
CAI74,CAILL,NA,C2291,M0090,NA
CHE74,BLT69,NA,C1589,M0402,NA
CHO74,CHOCH,NA,C6045,M0172,NA
CHRIS,NA,D0583,C3825,NA,D073
CLE74,CLEOP,NA,C2923,M0802,NA
CMOFF,NA,ARIST,C3734,NA,D191
COC74,COCKL,D0609,C0561,M0748,D025
COL74,COLLE,SAGGY,C2458,M0810,D254
COY74,COYHI,NA,C4130,M0973,NA
CRT74,CROTT,SAGGY,C2558,M0121,D254
FEE74,FEEDE,NA,C0614,M0072,NA
FIR74,BUL70,NA,C4357,M0717,NA
FRANK,NA,NA,C0128,NA,NA
GL374,GLA69,NA,C3131,M0897,NA
GLA74,GLASS,NA,C2065,M0356,NA
GRE74,GREET,NA,C0956,M0646,NA
GREYS,NA,NA,C5572,NA,NA
JEMMY,NA,NA,C5353,NA,NA
JOS74,ELG71,NA,C5045,M0454,NA
KIL74,BUL71,NA,C5626,M0632,NA
LIC74,CRT71,D0601,C2321,M0870,D168
LIMES,NA,NA,C4614,NA,NA
LIT74,LITLH,D0590,C0331,M0388,D133
LTF74,LTFLH,D0542,C4013,M0336,D058
LTN74,LTNCK,NA,C1528,M0501,NA
MAG74,MOM67,NA,C5440,M0866,NA
MOD74,MOM65,VICTO,C1613,M0497,D306
MOL74,MOLIN,NA,C2331,M0712,NA
MOM74,MOMHI,NA,C4252,M0411,NA
